,state/ut,district,year,murder,assault on women,kidnapping and abduction,dacoity,robbery,arson,hurt,prevention of atrocities (poa) act,protection of civil rights (pcr) act,other crimes against scs,total_atrocities
4677,rajasthan,jodhpur rural,2007,2,1,0,0,0,0,110,3,0,0,116
4678,rajasthan,karauli,2007,0,5,0,0,0,6,0,0,0,147,158
4679,rajasthan,kota city,2007,1,2,0,0,0,0,6,0,0,19,28
4680,rajasthan,kota rural,2007,3,7,0,0,0,0,1,0,0,33,44
4681,rajasthan,nagaur,2007,3,7,0,0,0,4,5,0,0,189,208
4682,rajasthan,pali,2007,5,4,0,0,0,1,2,7,0,180,199
4683,rajasthan,rajsamand,2007,0,0,0,0,0,0,9,3,0,14,26
4684,rajasthan,sawai madhopur,2007,0,1,0,0,0,1,0,4,0,113,119
4685,rajasthan,sikar,2007,1,9,1,0,0,1,3,4,0,105,124
4686,rajasthan,sirohi,2007,1,0,0,0,0,0,20,4,0,22,47
4687,rajasthan,tonk,2007,1,2,2,0,0,1,46,6,0,90,148
4688,rajasthan,udaipur,2007,1,3,0,0,0,0,3,2,0,45,54
4689,sikkim,east,2007,0,1,1,0,0,0,2,0,0,1,5
4690,sikkim,north,2007,0,0,0,0,0,0,0,0,0,0,0
4691,sikkim,south,2007,0,2,0,0,0,0,1,0,0,0,3
4692,sikkim,west,2007,0,1,0,0,0,0,1,0,0,0,2
4693,tamil nadu,chennai,2007,0,1,1,0,0,0,0,23,0,0,25
4694,tamil nadu,chennai rly.,2007,0,0,0,0,0,0,0,0,0,0,0
4695,tamil nadu,coimbatore rural,2007,0,1,0,0,0,0,14,116,3,62,196
4696,tamil nadu,coimbatore urban,2007,1,1,0,0,0,0,0,7,0,0,9
4697,tamil nadu,cuddalore,2007,6,1,0,0,0,0,0,39,0,0,46
4698,tamil nadu,dharmapuri,2007,1,0,0,0,0,0,5,28,0,1,35
4699,tamil nadu,dindigul,2007,0,0,0,0,0,0,0,59,0,0,59
4700,tamil nadu,erode,2007,1,0,0,0,0,1,0,72,1,0,75
4701,tamil nadu,kanchipuram,2007,0,0,0,0,0,0,0,20,0,0,20
4702,tamil nadu,kanyakumari,2007,0,0,0,0,0,0,0,8,0,0,8
4703,tamil nadu,karur,2007,1,1,0,0,0,0,8,27,0,19,56
4704,tamil nadu,krishnagiri,2007,0,0,0,0,0,0,3,27,0,1,31
4705,tamil nadu,madurai rural,2007,0,0,0,0,0,12,29,81,0,40,162
4706,tamil nadu,madurai urban,2007,1,0,0,0,0,0,1,12,0,0,14
4707,tamil nadu,nagapattinam,2007,1,2,0,0,0,0,3,25,0,19,50
4708,tamil nadu,namakkal,2007,0,0,0,0,0,0,2,31,0,0,33
4709,tamil nadu,nilgiris,2007,0,0,0,0,0,0,0,5,0,0,5
4710,tamil nadu,perambalur,2007,0,1,0,0,0,0,16,31,0,0,48
4711,tamil nadu,pudukottai,2007,5,1,0,0,0,0,0,57,0,0,63
4712,tamil nadu,ramnathapuram,2007,0,1,0,0,0,0,1,20,0,9,31
4713,tamil nadu,salem rural,2007,0,0,0,0,0,0,1,31,0,2,34
4714,tamil nadu,salem urban,2007,1,0,0,0,0,0,2,3,0,0,6
4715,tamil nadu,sivagangai,2007,1,1,0,0,0,0,8,49,0,39,98
4716,tamil nadu,thanjavur,2007,1,0,0,0,0,0,5,70,2,65,143
4717,tamil nadu,theni,2007,1,1,0,0,0,1,13,25,0,0,41
4718,tamil nadu,thirunelveli rural,2007,8,5,0,0,0,0,17,10,0,81,121
4719,tamil nadu,thirunelveli urban,2007,2,1,0,0,0,0,1,17,0,1,22
4720,tamil nadu,thiruvallur,2007,0,0,0,0,0,0,0,8,0,0,8
4721,tamil nadu,thiruvannamalai,2007,1,0,0,0,0,0,11,30,0,6,48
4722,tamil nadu,thiruvarur,2007,2,0,0,0,0,0,0,22,0,0,24
4723,tamil nadu,thoothugudi,2007,2,2,0,0,0,0,5,20,0,0,29
4724,tamil nadu,trichy rly.,2007,0,0,0,0,0,0,0,0,0,0,0
4725,tamil nadu,trichy rural,2007,1,0,0,0,0,0,2,20,0,0,23
4726,tamil nadu,trichy urban,2007,0,0,0,0,0,0,0,9,0,0,9
4727,tamil nadu,vellore,2007,0,0,0,0,0,0,0,41,0,0,41
4728,tamil nadu,villupuram,2007,1,5,0,0,0,1,42,0,0,29,78
4729,tamil nadu,virudhunagar,2007,1,2,2,0,0,0,9,21,0,17,52
4730,tripura,dhalai,2007,0,0,0,0,0,0,0,0,0,0,0
4731,tripura,north,2007,0,0,0,0,0,0,0,0,0,1,1
4732,tripura,south,2007,0,1,1,0,0,0,0,0,0,5,7
4733,tripura,west,2007,0,0,0,0,0,0,0,0,0,0,0
4734,uttar pradesh,agra,2007,7,3,7,0,0,0,9,25,0,79,130
4735,uttar pradesh,aligarh,2007,12,15,8,0,2,0,3,32,0,99,171
4736,uttar pradesh,allahabad,2007,6,7,4,0,0,1,14,0,0,80,112
4737,uttar pradesh,ambedkar nagar,2007,1,3,0,0,0,0,1,48,0,6,59
4738,uttar pradesh,auraiya,2007,2,0,0,0,0,0,10,0,1,53,66
4739,uttar pradesh,azamgarh,2007,4,5,0,0,0,0,1,0,0,21,31
4740,uttar pradesh,badaun,2007,7,2,3,0,0,1,2,23,0,6,44
4741,uttar pradesh,baghpat,2007,4,1,2,0,0,0,0,0,0,7,14
4742,uttar pradesh,bahraich,2007,2,4,5,0,0,1,1,63,0,1,77
4743,uttar pradesh,ballia,2007,1,2,0,1,0,0,6,8,0,12,30
4744,uttar pradesh,balrampur,2007,2,2,0,0,0,1,1,44,0,11,61
4745,uttar pradesh,banda,2007,4,4,1,0,0,1,5,63,0,50,128
4746,uttar pradesh,barabanki,2007,1,4,0,0,0,0,0,162,0,162,329
4747,uttar pradesh,bareilly,2007,7,8,2,0,0,0,0,34,0,19,70
4748,uttar pradesh,basti,2007,2,0,0,0,0,0,0,80,0,0,82
4749,uttar pradesh,bijnor,2007,7,7,3,0,0,0,9,5,0,23,54
4750,uttar pradesh,bulandshahar,2007,4,9,5,0,0,1,7,0,0,49,75
4751,uttar pradesh,chandoli,2007,0,2,0,0,1,0,1,38,0,0,42
4752,uttar pradesh,chitrakoot dham,2007,2,6,0,0,0,0,1,29,0,9,47
4753,uttar pradesh,deoria,2007,2,0,1,0,0,0,0,52,0,6,61
4754,uttar pradesh,etah,2007,7,2,8,0,2,2,12,13,0,109,155
4755,uttar pradesh,etawah,2007,1,3,10,0,1,1,12,11,0,37,76
4756,uttar pradesh,faizabad,2007,7,9,2,0,0,0,0,80,0,0,98
4757,uttar pradesh,fatehgarh,2007,5,2,5,0,1,1,6,23,0,34,77
4758,uttar pradesh,fatehpur,2007,9,6,1,0,0,1,15,21,0,42,95
4759,uttar pradesh,firozabad,2007,7,5,0,0,0,0,0,47,0,12,71
4760,uttar pradesh,g.r.p.,2007,0,0,0,0,0,0,0,11,0,0,11
4761,uttar pradesh,gautambudh nagar,2007,3,0,2,0,0,0,1,0,0,15,21
4762,uttar pradesh,ghaziabad,2007,5,4,1,0,0,1,0,21,0,10,42
4763,uttar pradesh,ghazipur,2007,2,1,1,0,0,4,1,49,0,23,81
4764,uttar pradesh,gonda,2007,4,1,2,0,0,3,7,10,0,8,35
4765,uttar pradesh,gorakhpur,2007,2,6,2,0,0,0,3,67,0,1,81
4766,uttar pradesh,hamirpur,2007,1,4,2,0,0,0,2,31,0,19,59
4767,uttar pradesh,hardoi,2007,12,4,2,0,0,0,31,36,0,68,153
4768,uttar pradesh,hathras,2007,2,1,0,0,0,0,2,0,0,54,59
4769,uttar pradesh,j.p.nagar,2007,7,4,1,0,0,0,0,0,0,24,36
4770,uttar pradesh,jalaun,2007,4,1,0,0,0,0,3,2,0,86,96
4771,uttar pradesh,jaunpur,2007,3,5,1,0,0,0,4,97,0,14,124
4772,uttar pradesh,jhansi,2007,2,2,0,0,0,2,2,70,0,9,87
4773,uttar pradesh,kannauj,2007,4,1,3,0,0,3,3,0,0,69,83
4774,uttar pradesh,kanpur dehat,2007,7,4,1,0,0,2,3,0,7,58,82
4775,uttar pradesh,kanpur nagar,2007,13,12,1,0,1,8,31,0,0,198,264
4776,uttar pradesh,kaushambi,2007,6,11,1,0,0,0,9,10,0,16,53
4777,uttar pradesh,khiri,2007,6,10,0,0,0,4,36,49,0,70,175
4778,uttar pradesh,kushi nagar,2007,1,4,4,0,0,0,15,0,0,49,73
4779,uttar pradesh,lalitpur,2007,2,4,2,0,0,0,2,11,0,4,25
4780,uttar pradesh,lucknow,2007,9,20,8,1,0,1,8,45,0,97,189
4781,uttar pradesh,maharajganj,2007,1,3,1,0,0,0,0,110,0,2,117
4782,uttar pradesh,mahoba,2007,5,0,0,0,0,0,2,39,0,39,85
4783,uttar pradesh,mainpuri,2007,16,2,1,0,0,1,4,27,0,36,87
4784,uttar pradesh,mathura,2007,2,2,1,0,2,3,8,0,0,115,133
4785,uttar pradesh,mau,2007,3,0,0,0,0,4,13,29,0,21,70
4786,uttar pradesh,meerut,2007,9,6,1,0,0,0,6,0,0,16,38
4787,uttar pradesh,mirzapur,2007,1,1,0,0,0,0,2,44,0,57,105
4788,uttar pradesh,moradabad,2007,5,10,7,0,0,0,3,7,0,41,73
4789,uttar pradesh,muzaffarnagar,2007,11,3,1,0,0,0,8,0,0,12,35
4790,uttar pradesh,pilibhit,2007,2,8,1,0,0,1,1,14,0,63,90
4791,uttar pradesh,pratapgarh,2007,5,4,3,0,0,1,3,4,0,31,51
4792,uttar pradesh,raibareilly,2007,2,13,5,0,0,0,5,54,0,49,128
4793,uttar pradesh,rampur,2007,2,4,8,0,0,0,9,0,0,46,69
4794,uttar pradesh,saharanpur,2007,7,1,2,0,0,0,6,0,0,16,32
4795,uttar pradesh,sant kabirnagar,2007,0,2,0,0,0,1,1,32,0,0,36
4796,uttar pradesh,shahjahanpur,2007,5,5,1,0,3,3,8,2,0,88,115
4797,uttar pradesh,shrawasti,2007,1,3,0,0,0,0,0,31,0,31,66
4798,uttar pradesh,sidharthnagar,2007,0,0,3,0,0,0,0,61,0,0,64
4799,uttar pradesh,sitapur,2007,13,30,10,2,1,13,8,0,0,228,305
4800,uttar pradesh,sonbhadra,2007,4,5,1,0,0,0,0,45,0,3,58
4801,uttar pradesh,st.ravidasnagar,2007,1,0,0,0,0,0,0,26,0,0,27
4802,uttar pradesh,sultanpur,2007,0,2,1,0,0,0,7,28,0,24,62
4803,uttar pradesh,unnao,2007,6,3,5,0,0,0,20,16,0,27,77
4804,uttar pradesh,varanasi,2007,1,1,0,0,0,0,1,134,0,0,137
4805,uttarakhand,almora,2007,0,1,0,0,0,0,0,10,0,0,11
4806,uttarakhand,bageshwar,2007,0,0,0,0,0,0,0,5,0,0,5
4807,uttarakhand,chamoli,2007,0,0,0,0,0,0,0,3,0,0,3
4808,uttarakhand,champawat,2007,0,0,0,0,0,0,0,4,0,0,4
4809,uttarakhand,dehradun,2007,0,1,0,0,0,0,0,5,0,0,6
4810,uttarakhand,haridwar,2007,0,0,0,0,0,0,0,0,0,0,0
4811,uttarakhand,nainital,2007,0,0,0,0,0,0,0,0,0,0,0
4812,uttarakhand,pauri garhwal,2007,0,0,0,0,0,0,0,2,0,0,2
4813,uttarakhand,pithoragarh,2007,0,0,1,0,0,0,5,14,0,0,20
4814,uttarakhand,rudra prayag,2007,0,0,0,0,0,0,0,1,0,0,1
4815,uttarakhand,tehri garhwal,2007,0,0,0,0,0,0,0,5,0,0,5
4816,uttarakhand,udhamsingh nagar,2007,1,2,0,0,0,0,4,0,0,0,7
4817,uttarakhand,uttarkashi,2007,0,0,0,0,0,0,0,7,0,0,7
4818,west bengal,24 parganas north,2007,0,0,0,0,0,0,0,0,0,0,0
4819,west bengal,24 parganas south,2007,0,0,0,0,0,0,0,0,0,0,0
4820,west bengal,asansol,2007,0,0,0,0,0,0,0,0,0,0,0
4821,west bengal,bankura,2007,0,1,0,0,0,0,0,1,1,0,3
4822,west bengal,birbhum,2007,0,0,0,0,0,0,0,0,0,0,0
4823,west bengal,burdwan,2007,0,0,0,0,0,0,0,0,0,0,0
4824,west bengal,coochbehar,2007,0,0,0,0,0,0,0,0,0,0,0
4825,west bengal,dakshin dinajpur,2007,0,0,0,0,0,0,0,0,0,0,0
4826,west bengal,darjeeling,2007,0,0,0,0,0,0,0,0,0,0,0
4827,west bengal,hooghly,2007,0,0,0,0,0,0,0,0,0,0,0
4828,west bengal,howrah,2007,0,0,0,0,0,0,0,0,0,0,0
4829,west bengal,howrah g.r.p.,2007,0,0,0,0,0,0,0,0,0,0,0
4830,west bengal,jalpaiguri,2007,0,0,0,0,0,0,0,0,0,0,0
4831,west bengal,kharagpur g.r.p.,2007,0,0,0,0,0,0,0,0,0,0,0
4832,west bengal,kolkata,2007,0,0,0,0,0,0,0,0,0,0,0
4833,west bengal,malda,2007,0,0,0,0,0,0,0,0,0,0,0
4834,west bengal,murshidabad,2007,0,0,0,0,0,0,0,0,0,0,0
4835,west bengal,nadia,2007,0,0,0,0,0,0,0,0,0,0,0
4836,west bengal,paschim midnapur,2007,0,0,0,0,0,0,0,0,0,0,0
4837,west bengal,purab midnapur,2007,0,0,0,0,0,0,0,0,0,0,0
4838,west bengal,purulia,2007,1,0,0,0,0,0,0,0,0,0,1
4839,west bengal,sealdah g.r.p.,2007,0,0,0,0,0,0,0,0,0,0,0
4840,west bengal,siliguri g.r.p.,2007,0,0,0,0,0,0,0,0,0,0,0
4841,west bengal,uttar dinajpur,2007,0,0,0,0,0,0,0,0,0,0,0
4842,a&n islands,a and n islands,2007,0,0,0,0,0,0,0,0,0,0,0
4843,chandigarh,chandigarh,2007,0,0,0,0,0,0,0,0,0,0,0
4844,d&n haveli,d and n haveli,2007,0,0,0,0,0,0,0,0,0,0,0
4845,daman & diu,daman,2007,0,0,0,0,0,0,0,0,0,0,0
4846,daman & diu,diu,2007,0,0,0,0,0,0,0,0,0,0,0
4847,delhi,central,2007,0,0,0,0,0,0,0,1,0,0,1
4848,delhi,east,2007,0,0,0,0,0,0,0,2,0,0,2
4849,delhi,grp(rly),2007,0,0,0,0,0,0,0,0,0,0,0
4850,delhi,igi airport,2007,0,0,0,0,0,0,0,0,0,0,0
4851,delhi,new delhi,2007,0,0,0,0,0,0,0,0,0,0,0
4852,delhi,north,2007,0,0,0,0,0,0,0,1,0,0,1
4853,delhi,north-east,2007,0,0,0,0,0,0,0,0,0,0,0
4854,delhi,north-west,2007,0,0,0,0,0,0,0,0,0,0,0
4855,delhi,outer,2007,0,0,0,0,0,0,0,2,0,0,2
4856,delhi,south,2007,0,0,0,0,0,0,0,7,0,0,7
4857,delhi,south-west,2007,0,0,0,0,0,0,0,9,0,0,9
4858,delhi,stf,2007,0,0,0,0,0,0,0,0,0,0,0
4859,delhi,west,2007,0,0,0,0,0,0,0,2,0,0,2
4860,lakshadweep,lakshadweep,2007,0,0,0,0,0,0,0,0,0,0,0
4861,puducherry,karaikal,2007,0,0,0,0,0,0,0,0,5,0,5
4862,puducherry,pondicherry,2007,1,0,0,0,0,0,0,0,19,0,20
4863,andhra pradesh,adilabad,2008,1,3,0,0,0,0,6,14,0,46,70
4864,andhra pradesh,anantapur,2008,2,3,0,0,0,0,22,28,0,17,72
4865,andhra pradesh,chittoor,2008,3,2,0,0,0,0,27,23,0,61,116
4866,andhra pradesh,cuddapah,2008,3,4,1,0,0,0,44,21,0,140,213
4867,andhra pradesh,cyberabad,2008,2,3,0,0,0,0,10,159,15,50,239
4868,andhra pradesh,east godavari,2008,6,3,9,0,0,0,23,60,41,85,227
4869,andhra pradesh,guntakal rly.,2008,0,0,0,0,0,0,0,1,0,0,1
4870,andhra pradesh,guntur,2008,5,7,0,0,0,0,49,23,0,113,197
4871,andhra pradesh,hyderabad city,2008,0,2,4,0,0,0,0,61,14,18,99
4872,andhra pradesh,karimnagar,2008,2,5,0,0,0,0,14,68,0,81,170
4873,andhra pradesh,khammam,2008,1,5,0,0,0,0,5,17,0,20,48
4874,andhra pradesh,krishna,2008,1,3,0,0,0,0,13,12,38,50,117
4875,andhra pradesh,kurnool,2008,1,1,0,0,0,2,80,142,1,168,395
4876,andhra pradesh,mahaboobnagar,2008,2,7,0,0,0,0,20,24,0,51,104
4877,andhra pradesh,medak,2008,3,3,0,0,0,0,11,61,0,43,121
4878,andhra pradesh,nalgonda,2008,2,12,0,0,0,0,45,225,0,166,450
4879,andhra pradesh,nellore,2008,3,0,0,0,0,0,30,64,0,106,203
4880,andhra pradesh,nizamabad,2008,0,3,0,0,0,0,5,11,0,25,44
4881,andhra pradesh,prakasham,2008,1,2,0,0,0,1,51,23,0,64,142
4882,andhra pradesh,ranga reddy,2008,5,3,2,0,0,0,7,60,0,41,118
4883,andhra pradesh,secunderabad rly.,2008,0,0,0,0,0,0,0,0,0,0,0
4884,andhra pradesh,srikakulam,2008,0,2,0,0,0,0,26,78,0,51,157
4885,andhra pradesh,vijayawada city,2008,0,0,2,0,0,0,102,2,0,79,185
4886,andhra pradesh,vijayawada rly.,2008,0,0,0,0,0,0,0,1,1,0,2
4887,andhra pradesh,visakha rural,2008,0,1,0,0,0,0,0,49,0,0,50
4888,andhra pradesh,visakhapatnam,2008,0,4,0,0,0,1,2,22,0,22,51
4889,andhra pradesh,vizianagaram,2008,1,1,0,0,0,0,0,31,13,0,46
4890,andhra pradesh,warangal,2008,0,2,0,0,0,0,32,29,0,33,96
4891,andhra pradesh,west godavari,2008,4,7,0,0,0,1,27,74,0,152,265
4892,arunachal pradesh,changlang,2008,0,0,0,0,0,0,0,0,0,0,0
4893,arunachal pradesh,dibang valley,2008,0,0,0,0,0,0,0,0,0,0,0
4894,arunachal pradesh,k/kumey,2008,0,0,0,0,0,0,0,0,0,0,0
4895,arunachal pradesh,kameng east,2008,0,0,0,0,0,0,0,0,0,0,0
4896,arunachal pradesh,kameng west,2008,0,0,0,0,0,0,0,0,0,0,0
4897,arunachal pradesh,lohit,2008,0,0,0,0,0,0,0,0,0,0,0
4898,arunachal pradesh,papum pare,2008,0,0,0,0,0,0,0,0,0,0,0
4899,arunachal pradesh,siang east,2008,0,0,0,0,0,0,0,0,0,0,0
4900,arunachal pradesh,siang upper,2008,0,0,0,0,0,0,0,0,0,0,0
4901,arunachal pradesh,siang west,2008,0,0,0,0,0,0,0,0,0,0,0
4902,arunachal pradesh,subansiri lower,2008,0,0,0,0,0,0,0,0,0,0,0
4903,arunachal pradesh,subansiri upper,2008,0,0,0,0,0,0,0,0,0,0,0
4904,arunachal pradesh,tawang,2008,0,0,0,0,0,0,0,0,0,0,0
4905,arunachal pradesh,tirap,2008,0,0,0,0,0,0,0,0,0,0,0
4906,arunachal pradesh,upper dibang valley,2008,0,0,0,0,0,0,0,0,0,0,0
4907,assam,barpeta,2008,0,0,0,0,0,0,0,0,0,0,0
4908,assam,baska,2008,0,0,0,0,0,0,0,0,0,0,0
4909,assam,bongaigaon,2008,0,0,0,0,0,0,0,0,0,0,0
4910,assam,c.i.d.,2008,0,0,0,0,0,0,0,0,0,0,0
4911,assam,cachar,2008,0,0,0,0,0,0,0,0,0,0,0
4912,assam,chirang,2008,0,0,0,0,0,0,0,0,0,0,0
4913,assam,darrang,2008,0,0,0,0,0,0,0,0,0,0,0
4914,assam,dhemaji,2008,0,0,0,0,0,0,0,0,0,0,0
4915,assam,dhubri,2008,0,0,0,0,0,0,0,0,0,0,0
4916,assam,dibrugarh,2008,0,0,0,0,0,0,0,0,0,0,0
4917,assam,g.r.p.,2008,0,0,0,0,0,0,0,0,0,0,0
4918,assam,goalpara,2008,0,0,0,0,0,0,0,0,0,0,0
4919,assam,golaghat,2008,0,0,0,0,0,0,0,0,0,0,0
4920,assam,guwahati city,2008,0,0,0,0,0,0,0,0,0,0,0
4921,assam,hailakandi,2008,0,0,0,0,0,0,0,0,0,0,0
4922,assam,jorhat,2008,0,0,0,0,0,0,0,0,0,0,0
4923,assam,kamrup,2008,0,0,0,0,0,0,0,0,0,0,0
4924,assam,karbi anglong,2008,0,0,0,0,0,0,0,0,0,0,0
4925,assam,karimganj,2008,0,0,0,0,0,0,0,0,0,0,0
4926,assam,kokrajhar,2008,0,0,0,0,0,0,0,0,0,0,0
4927,assam,lakhimpur,2008,0,0,0,0,0,0,0,0,0,0,0
4928,assam,morigaon,2008,0,0,0,0,0,0,0,0,0,0,0
4929,assam,n.c.hills,2008,0,0,0,0,0,0,0,0,0,0,0
4930,assam,nagaon,2008,3,5,10,2,3,2,11,0,0,21,57
4931,assam,nalbari,2008,0,0,0,0,0,0,0,0,0,0,0
4932,assam,r.p.o.,2008,0,0,0,0,0,0,0,0,0,0,0
4933,assam,sibsagar,2008,0,0,0,0,0,0,0,0,0,0,0
4934,assam,sonitpur,2008,6,11,10,3,3,1,13,0,0,0,47
4935,assam,tinsukia,2008,0,0,0,0,0,0,0,0,0,0,0
4936,assam,udalguri,2008,0,0,0,0,0,0,0,0,0,0,0
4937,bihar,araria,2008,2,3,0,0,0,6,62,10,0,51,134
4938,bihar,arwal,2008,0,0,0,0,0,0,0,10,0,0,10
4939,bihar,aurangabad,2008,1,3,0,0,0,0,63,67,0,0,134
4940,bihar,bagaha,2008,0,0,0,0,0,0,0,62,0,0,62
4941,bihar,banka,2008,0,0,0,0,0,0,0,33,0,0,33
4942,bihar,begusarai,2008,0,0,0,0,0,0,27,178,0,0,205
4943,bihar,bettiah,2008,0,0,0,0,0,0,0,0,0,0,0
4944,bihar,bhabhua,2008,0,1,0,0,0,0,14,15,0,0,30
4945,bihar,bhagalpur,2008,0,3,0,0,0,0,7,109,0,99,218
4946,bihar,bhojpur,2008,2,1,2,0,0,5,77,142,0,54,283
4947,bihar,buxar,2008,0,0,0,0,0,0,0,24,0,0,24
4948,bihar,darbhanga,2008,0,0,0,0,0,0,0,104,0,0,104
4949,bihar,gaya,2008,14,6,10,4,7,3,21,85,0,37,187
4950,bihar,gopalganj,2008,0,0,0,0,0,0,0,48,0,0,48
4951,bihar,jamalpur rly.,2008,0,0,0,0,0,0,0,0,0,0,0
4952,bihar,jamui,2008,9,2,0,3,2,1,14,15,0,16,62
4953,bihar,jehanabad,2008,0,0,0,0,0,0,0,25,0,0,25
4954,bihar,katihar,2008,0,0,0,0,0,0,0,69,0,0,69
4955,bihar,katihar rly.,2008,0,0,0,0,0,0,0,3,0,0,3
4956,bihar,khagaria,2008,0,0,0,0,0,0,0,59,0,0,59
4957,bihar,kishanganj,2008,0,0,0,0,0,0,0,8,0,0,8
4958,bihar,lakhisarai,2008,0,0,0,0,0,0,0,13,0,0,13
4959,bihar,madhepura,2008,3,0,3,0,6,0,0,35,0,0,47
4960,bihar,madhubani,2008,0,0,0,0,0,0,0,167,0,0,167
4961,bihar,motihari,2008,0,0,0,0,0,0,21,77,0,56,154
4962,bihar,munger,2008,0,0,0,0,0,0,0,99,0,0,99
4963,bihar,muzaffarpur,2008,0,0,0,0,0,0,0,54,0,0,54
4964,bihar,muzaffarpur rly.,2008,0,0,0,0,0,0,0,0,0,0,0
4965,bihar,nalanda,2008,3,0,3,0,0,0,36,72,0,16,130
4966,bihar,naugachia,2008,0,0,0,0,0,0,0,29,0,0,29
4967,bihar,nawadah,2008,0,0,0,0,0,0,0,22,0,0,22
4968,bihar,patna,2008,1,0,0,0,0,2,12,118,0,103,236
4969,bihar,patna rly.,2008,0,0,0,0,0,0,0,0,0,0,0
4970,bihar,purnea,2008,0,0,0,0,0,0,23,62,0,29,114
4971,bihar,rohtas,2008,0,2,0,0,0,25,36,78,0,19,160
4972,bihar,saharsa,2008,0,0,0,0,0,0,7,73,0,0,80
4973,bihar,samastipur,2008,0,0,0,0,0,0,0,76,0,0,76
4974,bihar,saran,2008,7,0,9,0,2,0,0,150,0,0,168
4975,bihar,sheikhpura,2008,1,0,0,0,0,2,7,36,0,26,72
4976,bihar,sheohar,2008,0,0,0,0,0,0,1,11,0,0,12
4977,bihar,sitamarhi,2008,0,0,0,0,0,0,0,32,0,0,32
4978,bihar,siwan,2008,0,0,0,0,0,0,0,18,0,0,18
4979,bihar,supaul,2008,0,0,0,0,0,0,0,40,0,0,40
4980,bihar,vaishali,2008,3,2,2,0,0,0,5,98,0,86,196
4981,chhattisgarh,balrampur,2008,0,0,0,0,0,0,0,0,0,1,1
4982,chhattisgarh,bilaspur,2008,1,6,0,0,0,0,1,0,0,24,32
4983,chhattisgarh,bizapur,2008,0,0,0,0,0,0,0,0,0,0,0
4984,chhattisgarh,dantewada,2008,0,0,0,0,0,0,0,0,0,0,0
4985,chhattisgarh,dhamtari,2008,1,1,0,0,0,0,0,0,0,9,11
4986,chhattisgarh,durg,2008,3,3,0,0,0,0,1,0,0,19,26
4987,chhattisgarh,grp raipur,2008,0,0,0,0,0,0,0,0,0,0,0
4988,chhattisgarh,jagdalpur,2008,0,3,0,0,0,0,0,0,0,6,9
4989,chhattisgarh,janjgir,2008,0,8,0,0,0,0,0,0,0,71,79
4990,chhattisgarh,jashpur,2008,0,2,0,0,0,0,0,0,0,2,4
4991,chhattisgarh,kabirdham,2008,0,1,0,0,0,1,0,0,0,19,21
4992,chhattisgarh,kanker,2008,0,0,0,0,0,0,1,0,0,1,2
4993,chhattisgarh,korba,2008,0,4,0,0,0,1,2,0,0,8,15
4994,chhattisgarh,koriya,2008,0,7,0,0,0,0,0,0,0,4,11
4995,chhattisgarh,mahasamund,2008,0,4,0,0,0,0,0,0,0,10,14
4996,chhattisgarh,narayanpur,2008,0,0,0,0,0,0,0,0,0,0,0
4997,chhattisgarh,raigarh,2008,0,2,0,0,0,1,2,0,0,16,21
4998,chhattisgarh,raipur,2008,2,10,0,0,0,0,4,1,0,55,72
4999,chhattisgarh,rajnandgaon,2008,0,2,0,0,0,0,4,1,0,45,52
5000,chhattisgarh,sarguja,2008,0,1,0,0,0,0,0,0,0,10,11
5001,chhattisgarh,surajpur,2008,0,1,0,0,0,0,1,0,0,1,3
5002,goa,north goa,2008,0,0,0,0,0,0,0,0,0,2,2
5003,goa,south goa,2008,0,0,0,0,0,0,0,2,0,0,2
5004,gujarat,ahmedabad commr.,2008,2,7,2,0,3,1,6,24,0,14,59
5005,gujarat,ahmedabad rural,2008,0,2,0,1,2,0,9,34,0,20,68
5006,gujarat,ahwa-dang,2008,0,0,0,0,0,0,0,0,0,0,0
5007,gujarat,amreli,2008,0,0,0,0,0,0,5,20,0,5,30
5008,gujarat,anand,2008,0,0,1,0,0,0,7,24,0,8,40
5009,gujarat,bharuch,2008,0,0,0,0,0,0,2,20,0,1,23
5010,gujarat,bhavnagar,2008,0,3,0,0,1,0,6,12,0,27,49
5011,gujarat,dahod,2008,0,1,0,0,0,0,3,2,0,0,6
5012,gujarat,gandhinagar,2008,1,2,0,0,0,1,11,0,1,20,36
5013,gujarat,himatnagar,2008,0,0,0,0,0,0,2,0,0,33,35
5014,gujarat,jamnagar,2008,2,0,1,0,0,0,4,0,0,30,37
5015,gujarat,junagadh,2008,2,0,5,1,8,0,15,14,0,72,117
5016,gujarat,kheda north,2008,2,0,2,0,0,0,6,41,0,11,62
5017,gujarat,kutch,2008,1,0,0,1,0,0,18,6,0,67,93
5018,gujarat,mehsana,2008,1,2,0,1,1,1,9,0,0,58,73
5019,gujarat,narmada,2008,0,0,0,0,0,0,0,0,0,3,3
5020,gujarat,navsari,2008,0,0,0,0,0,0,0,3,0,3,6
5021,gujarat,palanpur,2008,1,7,0,2,5,4,20,136,2,0,177
5022,gujarat,panchmahal,2008,0,1,2,0,0,0,6,4,0,4,17
5023,gujarat,patan,2008,0,1,0,1,1,0,10,0,0,47,60
5024,gujarat,porbandar,2008,0,1,0,0,0,1,1,0,0,2,5
5025,gujarat,rajkot commr.,2008,0,0,1,0,0,0,3,11,0,7,22
5026,gujarat,rajkot rural,2008,0,1,0,0,1,0,35,0,0,11,48
