,state/ut,district,year,murder,assault on women,kidnapping and abduction,dacoity,robbery,arson,hurt,prevention of atrocities (poa) act,protection of civil rights (pcr) act,other crimes against scs,total_atrocities
2339,kerala,ernakulam commr.,2004,0,1,0,0,0,0,3,4,0,0,8
2340,kerala,ernakulam rural,2004,1,1,0,0,0,0,3,11,0,11,27
2341,kerala,idukki,2004,0,1,0,0,0,0,4,21,0,8,34
2342,kerala,kannur,2004,0,3,0,0,0,0,8,13,0,7,31
2343,kerala,kasargod,2004,0,5,0,0,0,0,2,7,1,7,22
2344,kerala,kollam,2004,0,4,0,0,0,0,9,11,0,8,32
2345,kerala,kottayam,2004,0,2,0,0,0,0,5,18,0,7,32
2346,kerala,kozhikode commr.,2004,0,1,0,0,0,0,2,1,0,0,4
2347,kerala,kozhikode rural,2004,0,4,0,0,0,0,20,5,1,4,34
2348,kerala,malappuram,2004,0,11,0,0,0,0,19,13,0,19,62
2349,kerala,palakkad,2004,1,8,0,0,0,0,13,16,1,15,54
2350,kerala,pathanamthitta,2004,0,0,0,0,0,0,0,8,0,0,8
2351,kerala,railways,2004,0,0,0,0,0,0,0,0,0,0,0
2352,kerala,thrissur,2004,0,7,0,0,0,1,2,10,0,8,28
2353,kerala,trivandrum commr.,2004,0,0,0,0,0,0,2,9,0,3,14
2354,kerala,trivandrum rural,2004,0,1,0,0,2,0,8,10,0,11,32
2355,kerala,wayanadu,2004,0,0,0,0,0,0,4,3,0,5,12
2356,madhya pradesh,anuppur,2004,1,0,1,0,0,0,1,0,0,2,5
2357,madhya pradesh,ashok nagar,2004,2,6,0,0,0,1,77,0,0,48,134
2358,madhya pradesh,balaghat,2004,2,5,0,0,0,0,15,22,0,22,66
2359,madhya pradesh,barwani,2004,0,1,0,0,0,0,0,0,0,28,29
2360,madhya pradesh,betul,2004,4,7,0,0,0,1,15,0,0,15,42
2361,madhya pradesh,bhind,2004,4,6,2,0,1,3,12,0,0,106,134
2362,madhya pradesh,bhopal,2004,3,5,0,0,0,0,8,69,0,53,138
2363,madhya pradesh,bhopal rly.,2004,0,0,0,0,0,0,0,0,0,0,0
2364,madhya pradesh,burhanpur,2004,0,0,0,0,0,0,0,0,0,3,3
2365,madhya pradesh,chhatarpur,2004,8,9,0,0,0,1,70,0,0,32,120
2366,madhya pradesh,chhindwara,2004,1,5,0,0,0,0,14,0,0,28,48
2367,madhya pradesh,damoh,2004,4,9,0,0,0,0,21,45,0,10,89
2368,madhya pradesh,datiya,2004,2,8,1,0,0,0,31,0,0,88,130
2369,madhya pradesh,dewas,2004,2,8,2,0,0,1,11,0,0,288,312
2370,madhya pradesh,dhar,2004,0,3,0,0,0,0,0,0,0,10,13
2371,madhya pradesh,dindori,2004,0,1,0,0,0,0,2,3,0,0,6
2372,madhya pradesh,guna,2004,1,8,0,0,0,0,47,0,1,63,120
2373,madhya pradesh,gwalior,2004,4,9,2,0,0,0,24,4,0,92,135
2374,madhya pradesh,harda,2004,1,3,0,0,0,0,11,0,0,9,24
2375,madhya pradesh,hoshangabad,2004,0,7,0,0,0,0,28,0,0,26,61
2376,madhya pradesh,indore,2004,0,5,3,0,0,1,102,2,0,61,174
2377,madhya pradesh,indore rly.,2004,0,0,0,0,0,0,0,0,0,0,0
2378,madhya pradesh,jabalpur,2004,5,9,2,0,0,0,0,55,0,39,110
2379,madhya pradesh,jabalpur rly.,2004,0,0,0,0,0,0,0,0,0,0,0
2380,madhya pradesh,jhabua,2004,1,0,0,0,0,0,3,0,0,2,6
2381,madhya pradesh,katni,2004,0,5,1,0,0,0,2,25,0,17,50
2382,madhya pradesh,khandwa,2004,3,0,0,0,0,0,1,1,0,79,84
2383,madhya pradesh,khargon,2004,2,4,0,0,0,1,63,0,0,35,105
2384,madhya pradesh,mandla,2004,0,1,0,0,0,0,7,0,0,5,13
2385,madhya pradesh,mandsaur,2004,0,3,0,0,0,0,18,0,0,115,136
2386,madhya pradesh,morena,2004,5,11,2,0,0,0,12,0,0,199,229
2387,madhya pradesh,narsinghpur,2004,0,6,0,0,0,1,32,0,0,25,64
2388,madhya pradesh,neemuch,2004,1,2,0,0,0,0,2,0,0,17,22
2389,madhya pradesh,panna,2004,1,8,0,0,1,1,1,27,0,43,82
2390,madhya pradesh,raisen,2004,0,11,0,0,0,0,39,0,0,26,76
2391,madhya pradesh,rajgarh,2004,1,23,0,0,0,2,16,0,0,114,156
2392,madhya pradesh,ratlam,2004,4,9,0,0,0,0,25,0,0,120,158
2393,madhya pradesh,rewa,2004,2,4,0,0,0,1,3,9,0,26,45
2394,madhya pradesh,sagar,2004,4,20,2,0,0,2,9,0,0,121,158
2395,madhya pradesh,satna,2004,0,9,2,0,2,1,35,0,0,102,151
2396,madhya pradesh,seoni,2004,2,7,0,0,0,0,6,21,0,11,47
2397,madhya pradesh,shahdol,2004,0,4,0,0,0,0,1,0,0,7,12
2398,madhya pradesh,shajapur,2004,2,17,2,0,0,1,5,1,0,169,197
2399,madhya pradesh,sheopur,2004,0,4,0,0,0,0,7,50,0,38,99
2400,madhya pradesh,shivpuri,2004,7,16,3,3,1,3,17,0,0,98,148
2401,madhya pradesh,sidhi,2004,1,5,3,0,0,0,2,18,0,18,47
2402,madhya pradesh,sihore,2004,1,12,0,0,0,0,8,1,0,60,82
2403,madhya pradesh,tikamgarh,2004,3,6,1,0,0,2,13,0,0,18,43
2404,madhya pradesh,ujjain,2004,4,17,5,0,3,3,46,0,0,428,506
2405,madhya pradesh,umariya,2004,0,0,0,0,0,0,0,4,0,4,8
2406,madhya pradesh,vidisha,2004,5,17,0,0,0,0,28,0,0,32,82
2407,maharashtra,ahmednagar,2004,0,1,0,0,0,0,1,2,1,8,13
2408,maharashtra,akola,2004,0,5,1,0,1,0,0,6,0,8,21
2409,maharashtra,amravati commr.,2004,0,1,0,0,0,0,0,8,2,3,14
2410,maharashtra,amravati rural,2004,0,2,0,0,0,0,0,10,2,6,20
2411,maharashtra,aurangabad commr.,2004,0,0,0,0,0,0,0,0,0,1,1
2412,maharashtra,aurangabad rural,2004,0,0,0,0,0,3,0,0,0,10,13
2413,maharashtra,beed,2004,0,1,0,1,1,2,1,2,2,12,22
2414,maharashtra,bhandara,2004,0,2,0,0,0,0,1,6,1,11,21
2415,maharashtra,buldhana,2004,1,4,0,0,0,0,2,2,0,13,22
2416,maharashtra,chandrapur,2004,0,0,2,0,0,0,0,3,0,8,13
2417,maharashtra,dhule,2004,0,0,1,0,0,0,0,1,0,4,6
2418,maharashtra,gadchiroli,2004,0,4,0,0,0,0,0,2,0,1,7
2419,maharashtra,gondia,2004,1,4,0,0,0,0,0,1,2,10,18
2420,maharashtra,hingoli,2004,0,0,0,0,0,0,1,4,0,5,10
2421,maharashtra,jalgaon,2004,0,1,0,2,0,0,1,3,0,10,17
2422,maharashtra,jalna,2004,0,1,0,1,0,1,0,5,0,7,15
2423,maharashtra,kolhapur,2004,0,0,0,0,0,1,2,14,0,12,29
2424,maharashtra,latur,2004,1,3,0,0,0,0,0,5,0,11,20
2425,maharashtra,mumbai,2004,0,0,0,0,0,0,0,12,1,4,17
2426,maharashtra,mumbai rly.,2004,0,0,0,0,0,0,0,0,0,0,0
2427,maharashtra,nagpur commr.,2004,1,2,0,0,0,0,0,3,1,0,7
2428,maharashtra,nagpur rly.,2004,0,0,0,0,2,0,0,0,0,0,2
2429,maharashtra,nagpur rural,2004,1,1,0,0,0,0,0,4,4,8,18
2430,maharashtra,nanded,2004,1,3,0,0,1,1,5,6,2,14,33
2431,maharashtra,nandurbar,2004,0,0,0,0,1,0,1,6,0,2,10
2432,maharashtra,nasik commr.,2004,0,0,0,0,0,0,0,4,0,1,5
2433,maharashtra,nasik rural,2004,0,5,1,0,0,0,1,11,1,13,32
2434,maharashtra,navi mumbai,2004,0,1,0,0,0,0,1,6,0,3,11
2435,maharashtra,osmanabad,2004,2,2,0,0,0,0,2,3,0,12,21
2436,maharashtra,parbhani,2004,0,2,0,1,0,2,5,7,3,9,29
2437,maharashtra,pune commr.,2004,0,0,0,0,0,0,1,6,1,5,13
2438,maharashtra,pune rly.,2004,0,0,0,0,0,0,0,0,0,1,1
2439,maharashtra,pune rural,2004,0,8,0,0,0,0,2,7,0,6,23
2440,maharashtra,raigad,2004,0,0,0,0,0,0,1,4,0,8,13
2441,maharashtra,ratnagiri,2004,0,0,1,0,0,0,0,2,0,0,3
2442,maharashtra,sangli,2004,0,3,0,0,0,0,1,8,0,3,15
2443,maharashtra,satara,2004,0,0,2,1,0,1,3,6,3,4,20
2444,maharashtra,sindhudurg,2004,0,0,0,0,0,0,0,0,0,0,0
2445,maharashtra,solapur commr.,2004,1,0,0,0,0,0,0,7,0,3,11
2446,maharashtra,solapur rural,2004,0,1,0,0,0,0,3,5,0,12,21
2447,maharashtra,thane commr.,2004,0,2,1,0,0,0,3,10,0,4,20
2448,maharashtra,thane rural,2004,1,0,0,0,0,0,5,12,0,19,37
2449,maharashtra,wardha,2004,0,0,0,0,0,0,0,1,0,2,3
2450,maharashtra,washim,2004,0,2,0,0,0,0,7,10,0,29,48
2451,maharashtra,yavatmal,2004,0,2,0,0,0,0,3,5,0,10,20
2452,manipur,bishnupur,2004,0,0,0,0,0,0,0,0,0,0,0
2453,manipur,chandel,2004,0,0,0,0,0,0,0,0,0,0,0
2454,manipur,churachandpur,2004,0,0,0,0,0,0,0,0,0,0,0
2455,manipur,imphal(east),2004,0,0,0,0,0,0,0,0,0,0,0
2456,manipur,imphal(west),2004,0,0,0,0,0,0,0,0,0,0,0
2457,manipur,senapati,2004,0,0,0,0,0,0,0,0,0,0,0
2458,manipur,tamenglong,2004,0,0,0,0,0,0,0,0,0,0,0
2459,manipur,thoubal,2004,0,0,0,0,0,0,0,0,0,0,0
2460,manipur,ukhrul,2004,0,0,0,0,0,0,0,0,0,0,0
2461,meghalaya,garo hills east,2004,0,0,0,0,0,0,0,0,0,0,0
2462,meghalaya,garo hills south,2004,0,0,0,0,0,0,0,0,0,0,0
2463,meghalaya,garo hills west,2004,0,0,0,0,0,0,0,0,0,0,0
2464,meghalaya,jaintia hills,2004,0,0,0,0,0,0,0,0,0,0,0
2465,meghalaya,khasi hills east,2004,0,0,0,0,0,0,0,0,0,0,0
2466,meghalaya,khasi hills west,2004,0,0,0,0,0,0,0,0,0,0,0
2467,meghalaya,ri-bhoi,2004,0,0,0,0,0,0,0,0,0,0,0
2468,mizoram,aizawl,2004,0,0,0,0,0,0,0,0,0,0,0
2469,mizoram,champhai,2004,0,0,0,0,0,0,0,0,0,0,0
2470,mizoram,kolasib,2004,0,0,0,0,0,0,0,0,0,0,0
2471,mizoram,lawngtlai,2004,0,0,0,0,0,0,0,0,0,0,0
2472,mizoram,lunglei,2004,0,0,0,0,0,0,0,0,0,0,0
2473,mizoram,mamit,2004,0,0,0,0,0,0,0,0,0,0,0
2474,mizoram,saiha,2004,0,0,0,0,0,0,0,0,0,0,0
2475,mizoram,serchhip,2004,0,0,0,0,0,0,0,0,0,0,0
2476,nagaland,dimapur,2004,0,0,0,0,0,0,0,0,0,0,0
2477,nagaland,kiphire,2004,0,0,0,0,0,0,0,0,0,0,0
2478,nagaland,kohima,2004,0,0,0,0,0,0,0,0,0,0,0
2479,nagaland,mokokchung,2004,0,0,0,0,0,0,0,0,0,0,0
2480,nagaland,mon,2004,0,0,0,0,0,0,0,0,0,0,0
2481,nagaland,peren,2004,0,0,0,0,0,0,0,0,0,0,0
2482,nagaland,phek,2004,0,0,0,0,0,0,0,0,0,0,0
2483,nagaland,tuensang,2004,0,0,0,0,0,0,0,0,0,0,0
2484,nagaland,wokha,2004,0,0,0,0,0,0,0,0,0,0,0
2485,nagaland,zunheboto,2004,0,0,0,0,0,0,0,0,0,0,0
2486,odisha,angul,2004,2,3,0,0,0,1,5,12,0,7,30
2487,odisha,balasore,2004,0,0,0,0,0,0,0,0,0,36,36
2488,odisha,baragarh,2004,0,5,0,0,0,0,0,0,0,0,5
2489,odisha,berhampur,2004,0,0,0,0,0,0,0,10,0,10,20
2490,odisha,bhadrak,2004,0,0,0,0,0,0,3,63,0,0,66
2491,odisha,bolangir,2004,1,3,0,0,6,3,7,0,0,9,29
2492,odisha,boudh,2004,0,0,0,0,0,0,17,20,0,1,38
2493,odisha,cuttack,2004,0,0,0,0,0,0,0,103,0,0,103
2494,odisha,deogarh,2004,0,0,0,0,0,0,10,0,0,7,17
2495,odisha,dhenkanal,2004,1,2,0,0,0,2,12,45,0,28,90
2496,odisha,gajapati,2004,0,0,0,0,0,0,0,0,0,0,0
2497,odisha,ganjam,2004,2,1,1,0,0,2,6,45,0,33,90
2498,odisha,jagatsinghpur,2004,0,0,0,0,0,0,0,0,0,0,0
2499,odisha,jajpur,2004,0,1,0,0,0,0,0,0,0,24,25
2500,odisha,jharsuguda,2004,0,0,0,0,0,0,0,2,0,2,4
2501,odisha,kalahandi,2004,2,0,0,0,0,0,8,0,0,12,22
2502,odisha,kandhamal,2004,0,1,0,0,0,0,7,21,0,0,29
2503,odisha,kendrapara,2004,1,2,0,0,0,0,5,50,0,42,100
2504,odisha,keonjhar,2004,1,1,0,0,1,1,16,0,0,0,20
2505,odisha,khurda,2004,0,1,0,0,0,0,40,71,0,30,142
2506,odisha,koraput,2004,0,3,0,0,0,0,2,24,0,19,48
2507,odisha,malkangir,2004,0,0,1,0,0,0,1,1,0,3,6
2508,odisha,mayurbhanj,2004,0,1,0,0,0,1,0,36,0,51,89
2509,odisha,nayagarh,2004,0,4,0,0,0,0,27,31,0,0,62
2510,odisha,nowrangpur,2004,2,1,0,0,0,0,5,7,0,0,15
2511,odisha,nuapada,2004,0,2,0,0,0,0,5,21,0,125,153
2512,odisha,puri,2004,0,4,3,0,0,0,32,0,0,35,74
2513,odisha,rayagada,2004,7,10,0,0,0,0,10,0,0,5,32
2514,odisha,rourkela,2004,0,0,0,0,0,0,1,4,0,2,7
2515,odisha,sambalpur,2004,1,0,1,0,0,0,8,0,0,5,15
2516,odisha,sonepur,2004,0,0,0,0,0,0,9,7,0,5,21
2517,odisha,srp(cuttack),2004,0,0,0,0,0,0,1,1,0,0,2
2518,odisha,srp(rourkela),2004,0,0,0,0,0,0,0,0,0,0,0
2519,odisha,sundargarh,2004,1,0,0,0,0,0,4,0,0,3,8
2520,punjab,amritsar,2004,0,0,1,0,0,0,0,3,0,2,6
2521,punjab,barnala,2004,0,0,0,0,0,0,0,4,0,4,8
2522,punjab,batala,2004,0,0,0,0,0,0,0,0,0,0,0
2523,punjab,bhatinda,2004,0,1,0,0,0,0,0,8,0,3,12
2524,punjab,faridkot,2004,0,0,0,0,0,0,0,4,0,2,6
2525,punjab,fatehgarh sahib,2004,0,0,0,0,0,0,0,2,0,1,3
2526,punjab,ferozpur,2004,0,0,0,0,0,0,0,4,0,5,9
2527,punjab,g.r.p,2004,0,0,0,0,0,0,0,0,0,0,0
2528,punjab,gurdaspur,2004,0,3,1,0,0,0,0,2,0,1,7
2529,punjab,hoshiarpur,2004,0,1,0,0,0,0,2,2,0,0,5
2530,punjab,jagraon,2004,0,0,0,0,0,0,0,1,0,0,1
2531,punjab,jalandhar,2004,0,0,0,0,0,0,1,6,0,8,15
2532,punjab,kapurthala,2004,0,0,0,0,0,0,0,2,0,0,2
2533,punjab,khanna,2004,0,0,0,0,0,0,0,3,0,1,4
2534,punjab,ludhiana,2004,0,0,0,0,0,0,1,4,0,5,10
2535,punjab,majitha,2004,0,1,0,0,0,0,0,1,0,3,5
2536,punjab,mansa,2004,0,0,0,0,0,0,0,2,0,0,2
2537,punjab,moga,2004,0,0,0,0,0,0,0,0,0,0,0
2538,punjab,muktsar,2004,0,2,0,0,0,0,2,1,0,2,7
2539,punjab,nawan shahr,2004,0,1,0,0,0,0,2,3,0,3,9
2540,punjab,patiala,2004,0,0,0,0,0,0,0,3,0,2,5
2541,punjab,ropar,2004,0,0,0,0,0,0,0,2,0,0,2
2542,punjab,sangrur,2004,0,0,0,0,0,0,2,4,0,4,10
2543,punjab,tarn taran,2004,0,0,0,0,0,0,2,0,0,4,6
2544,rajasthan,ajmer,2004,1,5,2,0,0,0,0,9,0,94,111
2545,rajasthan,alwar,2004,1,8,0,0,0,4,7,1,0,176,197
2546,rajasthan,banswara,2004,0,0,0,0,0,0,5,1,0,5,11
2547,rajasthan,baran,2004,1,6,0,0,0,0,2,16,0,38,63
2548,rajasthan,barmer,2004,0,2,0,0,0,0,0,53,0,71,126
2549,rajasthan,bharatpur,2004,3,2,0,0,0,6,8,3,0,410,432
2550,rajasthan,bhilwara,2004,1,2,0,0,0,2,0,135,0,0,140
2551,rajasthan,bikaner,2004,1,9,0,0,0,0,6,5,0,154,175
2552,rajasthan,bundi,2004,1,7,1,0,1,0,24,10,0,54,98
2553,rajasthan,chittorgarh,2004,1,2,3,0,0,0,0,13,0,136,155
2554,rajasthan,churu,2004,3,4,2,0,0,0,93,4,0,10,116
2555,rajasthan,dausa,2004,1,0,0,0,0,3,2,5,0,85,96
2556,rajasthan,dholpur,2004,2,2,3,0,2,4,0,101,0,1,115
2557,rajasthan,dungarpur,2004,0,0,0,0,0,0,0,1,0,7,8
2558,rajasthan,g.r.p.,2004,0,0,0,0,0,0,0,2,0,0,2
2559,rajasthan,ganganagar,2004,3,17,4,0,0,0,44,8,0,228,304
2560,rajasthan,hanumangarh,2004,4,12,1,0,0,0,3,5,0,160,185
2561,rajasthan,jaipur,2004,2,8,5,0,0,4,5,128,0,139,291
2562,rajasthan,jaisalmer,2004,0,0,0,0,0,0,0,18,0,10,28
2563,rajasthan,jalore,2004,2,0,0,0,0,0,0,1,0,89,92
2564,rajasthan,jhalawar,2004,1,3,2,0,2,1,5,1,0,92,107
2565,rajasthan,jhunjhunu,2004,2,3,0,0,0,1,135,2,0,18,161
2566,rajasthan,jodhpur,2004,0,4,0,0,0,1,140,13,0,18,176
2567,rajasthan,karauli,2004,0,3,0,0,0,2,0,0,0,118,123
2568,rajasthan,kota,2004,1,11,0,0,0,0,14,3,0,75,104
2569,rajasthan,nagaur,2004,4,6,0,0,0,3,3,3,0,185,204
2570,rajasthan,pali,2004,2,4,0,0,0,7,2,8,0,202,225
2571,rajasthan,rajsamand,2004,0,1,0,0,0,0,16,1,0,10,28
2572,rajasthan,sawai madhopur,2004,0,2,0,0,0,0,1,1,0,113,117
2573,rajasthan,sikar,2004,3,2,0,0,0,3,1,7,0,106,122
2574,rajasthan,sirohi,2004,4,1,2,0,0,0,45,2,0,18,72
2575,rajasthan,tonk,2004,1,0,0,0,0,0,73,18,0,43,135
2576,rajasthan,udaipur,2004,0,0,1,0,0,0,2,1,0,37,41
2577,sikkim,east,2004,1,0,0,0,0,0,5,0,0,1,7
2578,sikkim,north,2004,0,0,0,0,0,0,0,0,0,0,0
2579,sikkim,south,2004,2,1,1,0,0,0,1,0,0,0,5
2580,sikkim,west,2004,0,0,0,0,0,0,4,0,0,0,4
2581,tamil nadu,chengai,2004,2,1,0,0,0,0,2,7,0,1,13
2582,tamil nadu,chennai,2004,0,0,0,0,0,0,0,4,0,0,4
2583,tamil nadu,chennai rly.,2004,0,0,0,0,0,0,0,0,0,0,0
2584,tamil nadu,coimbatore rural,2004,0,0,0,0,0,0,2,42,0,4,48
2585,tamil nadu,coimbatore urban,2004,0,1,0,0,0,0,0,8,0,3,12
2586,tamil nadu,cuddalore,2004,0,0,0,0,0,0,0,27,0,0,27
2587,tamil nadu,dharmapuri,2004,0,0,0,0,0,0,8,13,0,5,26
2588,tamil nadu,dindigul,2004,0,1,0,0,0,0,1,31,0,1,34
2589,tamil nadu,erode,2004,2,1,0,0,0,0,0,24,0,0,27
2590,tamil nadu,kanchipuram,2004,0,0,0,0,0,0,0,7,12,7,26
2591,tamil nadu,kanyakumari,2004,0,0,0,0,0,0,0,3,0,0,3
2592,tamil nadu,karur,2004,1,0,0,0,0,0,4,0,0,0,5
2593,tamil nadu,krishnagiri,2004,0,0,0,0,0,0,2,23,0,2,27
2594,tamil nadu,madurai rural,2004,2,3,0,0,0,0,5,62,0,0,72
2595,tamil nadu,madurai urban,2004,0,0,0,0,0,0,0,9,0,0,9
2596,tamil nadu,nagapattinam,2004,2,0,1,0,0,1,6,32,0,22,64
2597,tamil nadu,namakkal,2004,0,0,0,0,0,0,0,19,0,0,19
2598,tamil nadu,nilgiris,2004,0,2,0,0,0,0,1,3,0,1,7
2599,tamil nadu,perambalur,2004,1,2,0,0,0,0,0,28,0,0,31
2600,tamil nadu,pudukottai,2004,1,1,0,0,0,0,2,56,0,0,60
2601,tamil nadu,ramnathapuram,2004,0,2,0,0,0,2,7,20,0,18,49
2602,tamil nadu,salem rural,2004,1,0,0,0,0,0,1,27,0,0,29
2603,tamil nadu,salem urban,2004,0,0,0,0,0,0,0,0,7,0,7
2604,tamil nadu,sivagangai,2004,2,0,0,0,0,0,0,47,0,0,49
2605,tamil nadu,thanjavur,2004,3,0,0,0,0,0,22,0,50,12,87
2606,tamil nadu,theni,2004,0,0,0,0,0,0,0,11,0,0,11
2607,tamil nadu,thirunelveli rural,2004,3,3,0,0,0,0,4,48,1,48,107
2608,tamil nadu,thirunelveli urban,2004,1,0,0,0,0,0,0,5,0,0,6
2609,tamil nadu,thiruvallur,2004,0,0,0,0,0,0,29,8,0,0,37
2610,tamil nadu,thiruvannamalai,2004,1,2,0,0,0,0,34,41,0,4,82
2611,tamil nadu,thiruvarur,2004,0,0,0,0,0,0,0,5,0,5,10
2612,tamil nadu,thoothugudi,2004,0,0,0,0,0,0,0,18,0,18,36
2613,tamil nadu,trichy rly.,2004,0,0,0,0,0,0,0,0,0,0,0
2614,tamil nadu,trichy rural,2004,1,0,0,0,0,0,0,17,0,0,18
2615,tamil nadu,trichy urban,2004,0,0,0,0,0,0,0,1,0,0,1
2616,tamil nadu,vellore,2004,0,0,0,0,0,0,0,17,0,0,17
2617,tamil nadu,villupuram,2004,1,2,1,0,0,0,25,5,0,32,66
2618,tamil nadu,virudhunagar,2004,1,2,0,0,0,0,4,23,0,0,30
2619,tripura,dhalai,2004,0,0,0,0,0,0,0,0,0,0,0
2620,tripura,north,2004,0,0,0,0,0,0,0,0,0,0,0
2621,tripura,south,2004,0,1,0,0,0,0,0,0,0,0,1
2622,tripura,west,2004,0,0,0,0,0,0,0,0,0,0,0
2623,uttar pradesh,agra,2004,6,4,3,0,0,1,13,18,0,44,89
2624,uttar pradesh,aligarh,2004,8,9,6,0,0,1,3,19,7,54,107
2625,uttar pradesh,allahabad,2004,8,6,4,0,0,2,12,20,0,72,124
2626,uttar pradesh,ambedkar nagar,2004,1,2,0,0,0,0,2,14,0,1,20
2627,uttar pradesh,auraiya,2004,3,0,1,0,0,1,2,0,0,10,17
2628,uttar pradesh,azamgarh,2004,4,5,0,0,0,3,1,0,0,21,34
2629,uttar pradesh,badaun,2004,14,1,0,0,0,0,0,20,0,5,40
2630,uttar pradesh,baghpat,2004,1,1,0,0,0,0,0,0,0,0,2
2631,uttar pradesh,bahraich,2004,3,4,0,0,0,0,0,17,0,13,37
2632,uttar pradesh,ballia,2004,1,3,1,1,0,2,6,6,2,14,36
2633,uttar pradesh,balrampur,2004,0,2,0,0,0,0,2,2,0,2,8
2634,uttar pradesh,banda,2004,6,5,0,0,2,0,10,25,0,41,89
2635,uttar pradesh,barabanki,2004,5,7,1,0,1,2,6,65,0,138,225
2636,uttar pradesh,bareilly,2004,7,6,2,1,0,0,6,32,0,6,60
2637,uttar pradesh,basti,2004,0,0,1,0,0,1,1,47,0,1,51
2638,uttar pradesh,bijnor,2004,3,2,2,0,0,0,8,0,0,13,28
2639,uttar pradesh,bulandshahar,2004,7,7,3,0,0,0,2,0,0,20,39
2640,uttar pradesh,chandoli,2004,1,1,0,0,0,0,5,5,12,0,24
2641,uttar pradesh,chitrakoot dham,2004,0,8,0,0,0,0,1,22,0,16,47
2642,uttar pradesh,deoria,2004,4,2,0,0,0,2,2,10,0,16,36
2643,uttar pradesh,etah,2004,5,4,0,0,0,0,6,2,0,14,31
2644,uttar pradesh,etawah,2004,1,2,0,0,0,1,1,8,0,3,16
2645,uttar pradesh,faizabad,2004,0,1,0,0,0,0,0,26,0,0,27
2646,uttar pradesh,fatehgarh,2004,9,4,2,0,0,1,9,19,0,22,66
2647,uttar pradesh,fatehpur,2004,13,5,1,0,0,0,4,29,0,6,58
2648,uttar pradesh,firozabad,2004,2,1,1,0,0,0,1,0,0,3,8
2649,uttar pradesh,g.r.p.,2004,0,0,0,0,0,0,0,1,0,0,1
2650,uttar pradesh,gautambudh nagar,2004,3,3,2,0,0,0,2,10,0,6,26
2651,uttar pradesh,ghaziabad,2004,7,2,1,0,0,0,3,15,2,15,45
2652,uttar pradesh,ghazipur,2004,5,2,0,0,0,0,6,24,0,42,79
2653,uttar pradesh,gonda,2004,1,2,0,0,0,1,2,11,0,0,17
2654,uttar pradesh,gorakhpur,2004,4,2,0,0,1,0,1,15,0,2,25
2655,uttar pradesh,hamirpur,2004,2,4,0,0,0,1,8,15,0,15,45
2656,uttar pradesh,hardoi,2004,14,11,1,0,0,0,24,45,0,34,129
2657,uttar pradesh,hathras,2004,4,5,0,0,0,0,4,1,0,9,23
2658,uttar pradesh,j.p.nagar,2004,1,5,1,0,0,1,1,0,0,6,15
2659,uttar pradesh,jalaun,2004,6,0,2,0,0,0,5,46,0,31,90
2660,uttar pradesh,jaunpur,2004,5,6,0,0,0,0,5,1,5,6,28
2661,uttar pradesh,jhansi,2004,9,6,1,0,0,0,2,2,0,12,32
2662,uttar pradesh,kannauj,2004,1,0,0,0,0,0,2,10,0,10,23
2663,uttar pradesh,kanpur dehat,2004,3,1,6,0,0,1,3,0,0,60,74
2664,uttar pradesh,kanpur nagar,2004,10,8,4,0,0,0,9,55,0,20,106
2665,uttar pradesh,kaushambi,2004,7,4,0,0,0,0,3,15,0,0,29
2666,uttar pradesh,khiri,2004,14,7,2,0,0,3,20,37,0,28,111
2667,uttar pradesh,kushi nagar,2004,1,1,0,0,0,0,4,15,0,19,40
2668,uttar pradesh,lalitpur,2004,0,0,0,0,0,0,0,3,0,9,12
2669,uttar pradesh,lucknow,2004,11,8,6,0,0,2,11,13,0,29,80
2670,uttar pradesh,maharajganj,2004,1,2,0,0,0,1,0,20,0,20,44
2671,uttar pradesh,mahoba,2004,4,1,1,0,0,0,1,12,0,1,20
2672,uttar pradesh,mainpuri,2004,5,3,0,1,0,0,6,8,0,19,42
2673,uttar pradesh,mathura,2004,2,4,3,1,0,0,7,37,7,20,81
2674,uttar pradesh,mau,2004,0,0,2,0,0,0,6,10,0,14,32
2675,uttar pradesh,meerut,2004,7,2,6,0,0,0,7,47,0,25,94
2676,uttar pradesh,mirzapur,2004,1,0,1,0,0,0,4,12,0,12,30
2677,uttar pradesh,moradabad,2004,4,5,3,0,0,1,7,0,0,22,42
2678,uttar pradesh,muzaffarnagar,2004,11,5,1,0,0,0,2,0,0,7,26
2679,uttar pradesh,pilibhit,2004,5,3,0,0,0,1,4,26,0,13,52
2680,uttar pradesh,pratapgarh,2004,3,3,1,1,0,0,5,5,0,13,31
2681,uttar pradesh,raibareilly,2004,5,13,0,0,0,0,5,16,0,24,63
2682,uttar pradesh,rampur,2004,1,1,0,0,0,0,0,1,0,6,9
2683,uttar pradesh,saharanpur,2004,6,4,1,0,0,0,3,2,0,20,36
2684,uttar pradesh,sant kabirnagar,2004,0,1,2,0,0,0,1,22,0,22,48
2685,uttar pradesh,shahjahanpur,2004,6,5,4,0,0,1,4,1,0,22,43
2686,uttar pradesh,shrawasti,2004,1,0,0,0,0,0,0,2,0,2,5
2687,uttar pradesh,sidharthnagar,2004,0,1,2,0,0,0,0,20,0,20,43
2688,uttar pradesh,sitapur,2004,22,22,6,0,3,5,16,149,0,151,374
